 TICKER, GIC INDUSTRY,IPO DATE, CODE, GIC GROUP, LOGOURL, SECTOR, EXCHANGE, DESCRIPTION, TYPE,ISIN, CURRENCY NAME, CURRENCY SYMBOL, CURRENCY CODE, ADDRESS, COUNTRYISO,LEI, UPDATED AT, WEBURL, FISCAL YEAR END, EMPLOYER ID NUMBER, PHONE, NAME,CIK, INTERNATIONAL DOMESTIC, GIC SUB INDUSTRY, GIC SECTOR, INDUSTRY, COUNTRY NAME, FULL TIME EMPLOYEES, STREET, CITY, STATE, COUNTRY,ZIP, MARKET CAPITALIZATION, MARKET CAPITALIZATION MLN,EBITDA,PE RATIO,PEG RATIO, WALL STREET TARGET PRICE, BOOK VALUE, DIVIDEND SHARE, DIVIDEND YIELD, EARNINGS SHARE,EPS ESTIMATE CURRENT YEAR,EPS ESTIMATE NEXT YEAR,EPS ESTIMATE NEXT QUARTER,EPS ESTIMATE CURRENT QUARTER, MOST RECENT QUARTER, PROFIT MARGIN, OPERATING MARGINTTM, RETURN ON ASSETSTTM, RETURN ON EQUITYTTM, REVENUETTM, REVENUE PER SHARETTM, QUARTERLY REVENUE GROWTHYOY, GROSS PROFITTTM, DILUTED EPSTTM, QUARTERLY EARNINGS GROWTHYOY, TRAILINGPE, FORWARDPE, PRICE SALESTTM, PRICE BOOKMRQ, ENTERPRISE VALUE, ENTERPRISE VALUE REVENUE, ENTERPRISE VALUE EBITDA, SHARES OUTSTANDING, SHARES FLOAT, PERCENT INSIDERS, PERCENT INSTITUTIONS, SHARES SHORT, SHARES SHORT PRIOR MONTH, SHORT RATIO, SHORT PERCENT OUTSTANDING, SHORT PERCENT FLOAT, BETA,52 WEEK HIGH,52 WEEK LOW,50 DAYMA,200 DAYMA, SHORT PERCENT
MDI,,,MDI,,https://eodhistoricaldata.com/img/logos/TO/MDI.png,Basic Materials,TO,"Major Drilling Group International Inc. provides contract drilling services for mining and mineral exploration companies. The company offers a suite of drilling services, including surface and underground coring, directional, reverse circulation, sonic, geotechnical, environmental, water-well, coal-bed methane, shallow gas, underground percussive, longhole drilling, surface drill and blast, and related mining services. The company was founded in 1980 and is based in Moncton, Canada with additional offices in Mexico, South America, Asia, Africa, USA, and Australia.",Common Stock,CA5609091031,Canadian Dollar,C$,CAD,"111 St. George Street, Moncton, NB, Canada, E1C 1T7",CA,,1/2/2023,https://www.majordrilling.com,April,,506 857 8636,Major Drilling Group International,,,,,Other Industrial Metals & Mining,Canada,0,111 St. George Street,Moncton,NB,Canada,E1C 1T7,871753536,871.7535,145160992,11.4348,-10.15,16.3,5.06,0,0,0.92,0.96,0.96,0,0.26,10/31/2022,0.104,0.1383,0.1144,0.2052,730278016,8.838,0.182,139773000,0.92,0.647,11.4348,10.582,1.2085,1.9663,761162227,1.0423,5.2263,82866304,73369781,0.783,79.873,,,,,,1.6352,12.86,7.25,9.111,9.6566,0.0193
MDNA,,,MDNA,,https://eodhistoricaldata.com/img/logos/TO/MDNA.png,Healthcare,TO,"Medicenna Therapeutics Corp., an immunotherapy company, engages in the development and commercialization of Superkines and empowered Superkines for the treatment of cancer and other diseases. Its lead product is MDNA55, an interleukin- 4 (IL-4) EC that has completed Phase IIb clinical trial for the treatment of recurrent glioblastoma, as well as preclinical and clinical development stages for the treatment of other brain and non-brain tumors. The company also develops MDNA11, an enhanced version of IL-2 to activate and proliferate the immune cells needed to fight cancer; MDNA209, an IL-2 antagonist for autoimmune diseases, such as multiple sclerosis and graft versus host disease; MDNA413, a dual IL-4/IL-13 antagonist to treat cancer immunotherapies; and MDNA132, an IL-13 Superkine for solid tumors. In addition, it provides BiSKITs platform to develop designer Superkines by fusing them to other proteins, antibodies, cytokines, or other Superkines. The company is headquartered in Toronto, Canada.",Common Stock,CA58490H1073,Canadian Dollar,C$,CAD,"2 Bloor Street West, Toronto, ON, Canada, M4W 3E2",CA,,1/3/2023,https://www.medicenna.com,March,,416 648 5555,Medicenna Therapeutics Corp,,,,,Biotechnology,Canada,18,2 Bloor Street West,Toronto,ON,Canada,M4W 3E2,44568000,44.568,-17067000,,,6.26,0.487,0,0,-0.471,-0.31,-0.37,-0.08,-0.07,9/30/2022,0,0,-0.294,-0.446,0,0,0,0,-0.471,0,0,204.0816,0,1.3962,23974478,0,-1.4605,69637504,49264331,23.608,16.177,,,,,,0.143,2.43,0.54,0.75,1.2424,0.0028
MDP,,,MDP,,,Healthcare,TO,"Medexus Pharmaceuticals Inc. operates as a specialty pharmaceutical company in Canada and the United States. It focuses on the therapeutic areas comprising oncology, hematology, rheumatology, auto-immune diseases, and allergy. The company's primary products are Rasuvo and Metoject, a formulation of methotrexate designed to treat rheumatoid arthritis and other auto-immune diseases; IXINITY, an intravenous recombinant factor IX therapeutic for use in patients 12 years of age or older with Hemophilia B; and Rupall, a prescription allergy medication. Its products portfolio also includes Treosulfan, a bifunctional alkylating agent for allogeneic hematopoietic stem cell transplantation; Trispan, a triamcinolone hexacetonide injectable suspension; and Gleolan, an optical imaging agent indicates for patients with glioma symptoms. The company was formerly known as Pediapharm Inc. and changed its name to Medexus Pharmaceuticals Inc. in December 2018. Medexus Pharmaceuticals Inc. is based in Bolton, Canada.",Common Stock,CA58410Q2036,Canadian Dollar,C$,CAD,"35 Nixon Road, Bolton, ON, Canada, L7E 1K1",CA,,12/29/2022,https://www.medexus.com,March,,877 633 3987,Medexus Pharmaceuticals Inc,,,,,Drug Manufacturers-Specialty & Generic,Canada,100,35 Nixon Road,Bolton,ON,Canada,L7E 1K1,38207448,38.2074,7139000,10.6111,,4.57,0.847,0,0,0.18,-0.6,0.02,-0.13,-0.19,9/30/2022,-0.1145,0.015,0.0062,-0.5162,92265000,4.648,0.547,43674000,0.18,0,10.6111,135.1351,0.4033,1.7405,109623651,1.1881,11.1191,20003900,17775649,11.5,7.019,,,,,,1.7584,3.45,0.88,1.8666,2.2256,0.0008
ME,,,ME,,https://eodhistoricaldata.com/img/logos/TO/ME.png,Basic Materials,TO,"Moneta Gold Inc. operates as a resource exploration company in Canada. The company explores for gold deposits. Its flagship project is the Tower gold project located to the east of Timmins. The company was formerly known as Moneta Porcupine Mines Inc. and changed its name to Moneta Gold Inc. in August 2021. Moneta Gold Inc. was incorporated in 1910 and is headquartered in Timmins, Canada.",Common Stock,CA60928P1071,Canadian Dollar,C$,CAD,"65 Third Avenue, Timmins, ON, Canada, P4N 1C2",CA,,1/3/2023,https://www.monetagold.com,December,,705 264 2296,Moneta Gold Inc,,,,,Gold,Canada,0,65 Third Avenue,Timmins,ON,Canada,P4N 1C2,151575680,151.5757,-21347924,,0,4.53,0.594,0,0,-0.123,-0.13,-0.1,-0.03,-0.03,9/30/2022,0,0,-0.1904,-0.2738,0,0,0,0,-0.123,0,0,0,0,2.4409,134115813,0,-6.2797,102416000,75129936,26.891,15.394,,,,,,1.4181,2.97,1.36,1.5278,1.8666,0.001
MEG,,,MEG,,https://eodhistoricaldata.com/img/logos/TO/MEG.png,Energy,TO,"MEG Energy Corp., an energy company, focuses on sustainable in situ thermal oil production in the southern Athabasca oil region of Alberta, Canada. The company owns a 100% interest in approximately 410 square miles of mineral leases. It also develops oil recovery projects that utilize steam-assisted gravity drainage extraction methods to improve the recovery of oil, as well as lower carbon emissions. The company transports and sells thermal oil to refiners in North America and internationally. As of December 31, 2021, it had approximately 2.0 billion barrels of gross proved plus probable bitumen reserves at the Christina Lake Project. The company was incorporated in 1999 and is headquartered in Calgary, Canada.",Common Stock,CA5527041084,Canadian Dollar,C$,CAD,"600 ? 3rd Avenue SW, Calgary, AB, Canada, T2P 0G5",CA,,1/3/2023,https://www.megenergy.com,December,,403 770 0446,MEG Energy Corp,,,,,Oil & Gas E&P,Canada,411,600 – 3rd Avenue SW,Calgary,AB,Canada,T2P 0G5,5617299968,5617.3,2016999936,6.3043,-0.12,23.86,14.646,0,0,2.99,2.94,2.16,0.8,0.89,9/30/2022,0.154,0.2646,0.1361,0.2289,5980000256,19.495,0.44,1745000000,2.99,2,6.3043,6.9979,0.8795,1.1892,7138740000,1.1546,3.7162,298000000,295922940,0.579,34.979,,,,,,2.9849,24.47,12.33,18.8786,18.4708,0.0222
MEQ,,,MEQ,,https://eodhistoricaldata.com/img/logos/TO/MEQ.png,Real Estate,TO,"Mainstreet Equity Corp. engages in the acquisition, redevelopment, repositioning, and management of multi-family residential properties in Western Canada. The company owns a portfolio of multi-family residential properties in British Columbia, Calgary, Edmonton, Saskatoon, Regina, and Winnipeg. As of September 30, 2022, it had a total portfolio of 15,891 residential units consisting of townhouses, garden-style apartments, concrete mid-rise and high-rise apartments, and condo suites; and four freestanding commercial buildings. The company is headquartered in Calgary, Canada.",Common Stock,CA5609151009,Canadian Dollar,C$,CAD,"305 ? 10 Avenue SE, Calgary, AB, Canada, T2G 0W2",CA,,1/3/2023,https://www.mainst.biz,September,,403-215-6060,Mainstreet Equity Corp.,,,,,Real Estate Services,Canada,487,305 – 10 Avenue SE,Calgary,AB,Canada,T2G 0W2,1100552960,1100.553,94364000,9.1757,0,143.33,129.815,0,0,12.86,4.85,5.37,1.09,1.22,9/30/2022,0.6675,0.5195,0.0211,0.1047,180572992,19.33,0.117,109665000,12.86,0.423,9.1757,24.6914,6.2383,0.9473,2490662110,13.7931,13.7871,9326720,4756836,48.989,19.798,,,,,,1.5819,154.36,104,117.1732,120.8314,0.0319
MFC,,,MFC,,https://eodhistoricaldata.com/img/logos/TO/MFC.png,Financial Services,TO,"Manulife Financial Corporation, together with its subsidiaries, provides financial products and services in Asia, Canada, the United States, and internationally. The company operates through Wealth and Asset Management Businesses; Insurance and Annuity Products; And Corporate and Other segments. The Wealth and Asset Management Businesses segment provides mutual funds and exchange-traded funds, group retirement and savings products, and institutional asset management services through agents and brokers affiliated with the company, securities brokerage firms, and financial advisors pension plan consultants and banks. The Insurance and Annuity Products segment offers deposit and credit products; individual life, and individual and group long-term care insurance; and guaranteed and partially guaranteed annuity products through insurance agents, brokers, banks, financial planners, and direct marketing. The Corporate and Other segment is involved in property and casualty insurance and reinsurance businesses; and run-off reinsurance operations, including variable annuities, and accident and health. It also manages timberland and agricultural portfolios; and engages in insurance agency, portfolio and mutual fund management, mutual fund dealer, life, annuity, long-term care, and financial reinsurance; and fund management businesses. Additionally, the company holds and manages provides investment management, counseling, advisory, and dealer services. Manulife Financial Corporation was incorporated in 1887 and is headquartered in Toronto, Canada.",Common Stock,CA56501R1064,Canadian Dollar,C$,CAD,"200 Bloor Street East, Toronto, ON, Canada, M4W 1E5",CA,,1/3/2023,https://www.manulife.com,December,,416-926-3000,Manulife Financial Corp,,,,,Insurance-Life,Canada,38000,200 Bloor Street East,Toronto,ON,Canada,M4W 1E5,45277626368,45277.6264,10650000384,6.44,0.8,25.75,27.623,1.27,0.0547,3.75,3.03,3.3,4.61,3.96,9/30/2022,0.336,0.4769,0.0074,0.1293,21529999360,11.182,-0.527,18135000000,3.75,-0.15,6.44,7.5815,2.0838,0.9446,44480805489,2.066,0,1874850048,1882412242,0.015,52.438,,,,,,1.1498,26.5866,20.5186,23.4518,23.5482,0.0306
MFC-PB,,,MFC-PB,,,Financial,TO,There is no Profile data available for MFC-PB.TO.,Preferred Stock,CA56501R4035,Canadian Dollar,C$,CAD,,CA,,8/23/2022,,December,,,Manulife Finl Srs 2 Prf,,,,,Insurance,Canada,0,,,,,,,,,,0,,,,0.0318,,0,0,0,0,9/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,24.0059,17.3331,18.4652,19.9904,0
MFC-PC,,,MFC-PC,,https://eodhistoricaldata.com/img/logos/TO/MFC-PC.png,Financial Services,TO,"Manulife Financial Corporation, together with its subsidiaries, provides financial products and services in Asia, Canada, the United States, and internationally. The company operates through Wealth and Asset Management Businesses; Insurance and Annuity Products; And Corporate and Other segments. The Wealth and Asset Management Businesses segment provides mutual funds and exchange-traded funds, group retirement and savings products, and institutional asset management services through agents and brokers affiliated with the company, securities brokerage firms, and financial advisors pension plan consultants and banks. The Insurance and Annuity Products segment offers deposit and credit products; individual life, and individual and group long-term care insurance; and guaranteed and partially guaranteed annuity products through insurance agents, brokers, banks, financial planners, and direct marketing. The Corporate and Other segment is involved in property and casualty insurance and reinsurance businesses; and run-off reinsurance operations, including variable annuities, and accident and health. It also manages timberland and agricultural portfolios; and engages in insurance agency, portfolio and mutual fund management, mutual fund dealer, life, annuity, long-term care, and financial reinsurance; and fund management businesses. Additionally, the company holds and manages provides investment management, counseling, advisory, and dealer services. Manulife Financial Corporation was incorporated in 1887 and is headquartered in Toronto, Canada.",Preferred Stock,CA56501R5024,Canadian Dollar,C$,CAD,"200 Bloor Street East, Toronto, ON, Canada, M4W 1E5",CA,,1/3/2023,https://www.manulife.com,December,,416-926-3000,Manulife Finl Srs 3 Prf,,,,,Insurance-Life,Canada,38000,200 Bloor Street East,Toronto,ON,Canada,M4W 1E5,40758837248,40758.8372,10650000384,3.8635,,,27.623,1.27,0.0622,4.659,0,0,0,0,9/30/2022,0.336,0.4769,0.0074,0.1293,21529999360,11.182,-0.527,18135000000,4.659,-0.15,3.8635,0,1.8931,0,40938520576,0,0,1984720000,1882412242,0,21.251,,,,,,1.1498,23.6306,16.8518,17.9736,19.4806,0
MFC-PF,,,MFC-PF,,https://eodhistoricaldata.com/img/logos/TO/MFC-PF.png,Financial Services,TO,"Manulife Financial Corporation, together with its subsidiaries, provides financial products and services in Asia, Canada, the United States, and internationally. The company operates through Wealth and Asset Management Businesses; Insurance and Annuity Products; And Corporate and Other segments. The Wealth and Asset Management Businesses segment provides mutual funds and exchange-traded funds, group retirement and savings products, and institutional asset management services through agents and brokers affiliated with the company, securities brokerage firms, and financial advisors pension plan consultants and banks. The Insurance and Annuity Products segment offers deposit and credit products; individual life, and individual and group long-term care insurance; and guaranteed and partially guaranteed annuity products through insurance agents, brokers, banks, financial planners, and direct marketing. The Corporate and Other segment is involved in property and casualty insurance and reinsurance businesses; and run-off reinsurance operations, including variable annuities, and accident and health. It also manages timberland and agricultural portfolios; and engages in insurance agency, portfolio and mutual fund management, mutual fund dealer, life, annuity, long-term care, and financial reinsurance; and fund management businesses. Additionally, the company holds and manages provides investment management, counseling, advisory, and dealer services. Manulife Financial Corporation was incorporated in 1887 and is headquartered in Toronto, Canada.",Preferred Stock,CA56501R8580,Canadian Dollar,C$,CAD,"200 Bloor Street East, Toronto, ON, Canada, M4W 1E5",CA,,1/3/2023,https://www.manulife.com,December,,416-926-3000,Manulife Financial Corp Pref 3 Class 1,,,,,Insurance-Life,Canada,38000,200 Bloor Street East,Toronto,ON,Canada,M4W 1E5,44152057856,44152.0579,10650000384,2.7259,0,,27.623,1.27,0.0462,4.659,0,0,0,0,9/30/2022,0.336,0.4769,0.0074,0.1293,21529999360,11.182,-0.527,18135000000,4.659,-0.15,2.7259,0,2.0653,0,28198160384,0,0,1984720000,1882412242,0,11.408,,,,,,1.1498,18.7109,12.2123,12.8126,14.4548,0
MFC-PI,,,MFC-PI,,,Financial,TO,,Preferred Stock,CA56501R7830,Canadian Dollar,C$,CAD,,CA,,8/23/2022,,December,,,Manulife Financial Corp Pref 9 Class 1,,,,,Insurance,Canada,,,,,,,,,,,,,,,0.0391,,0,0,0,0,9/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,24.496,21.6251,22.3674,23.7678,0
MFC-PJ,,,MFC-PJ,,https://eodhistoricaldata.com/img/logos/TO/MFC-PJ.png,Financial Services,TO,"Manulife Financial Corporation, together with its subsidiaries, provides financial products and services in Asia, Canada, the United States, and internationally. The company operates through Wealth and Asset Management Businesses; Insurance and Annuity Products; And Corporate and Other segments. The Wealth and Asset Management Businesses segment provides mutual funds and exchange-traded funds, group retirement and savings products, and institutional asset management services through agents and brokers affiliated with the company, securities brokerage firms, and financial advisors pension plan consultants and banks. The Insurance and Annuity Products segment offers deposit and credit products; individual life, and individual and group long-term care insurance; and guaranteed and partially guaranteed annuity products through insurance agents, brokers, banks, financial planners, and direct marketing. The Corporate and Other segment is involved in property and casualty insurance and reinsurance businesses; and run-off reinsurance operations, including variable annuities, and accident and health. It also manages timberland and agricultural portfolios; and engages in insurance agency, portfolio and mutual fund management, mutual fund dealer, life, annuity, long-term care, and financial reinsurance; and fund management businesses. Additionally, the company holds and manages provides investment management, counseling, advisory, and dealer services. Manulife Financial Corporation was incorporated in 1887 and is headquartered in Toronto, Canada.",Preferred Stock,CA56501R7673,Canadian Dollar,C$,CAD,"200 Bloor Street East, Toronto, ON, Canada, M4W 1E5",CA,,1/3/2023,https://www.manulife.com,December,,416-926-3000,Manulife Fin Non Cum Cl 1 11 Prf,,,,,Insurance-Life,Canada,38000,200 Bloor Street East,Toronto,ON,Canada,M4W 1E5,48682172416,48682.1724,10650000384,4.2391,,,27.623,1.27,0.0598,4.659,0,0,0,0,9/30/2022,0.336,0.4769,0.0074,0.1293,21529999360,11.182,-0.527,18135000000,4.659,-0.15,4.2391,0,2.3012,0,41540579328,0,0,1984720000,1882412242,0,23.843,,,,,,1.1498,24.1989,19.32,20.3886,22.4466,0.0001
